ID_Produto,Produto,Preco_Unitario,Satisfacao_Media,Material,Data_Fabricacao
P6498,Camiseta Oversized Amarela 6498,196.7,4.9,Algodão,2026-07-21
P6499,Blusa Social Vermelha 6499,54.83,3.7,Viscose,2026-05-27
P6500,Conjunto Casual Verde 6500,216.88,3.5,Algodão,2026-06-19
P6501,Calça Social Azul 6501,357.71,3.8,Sarja,2026-07-12
P6502,Moletom Canguru Azul 6502,167.6,4.7,Algodão/Poliéster,2021-02-16
P6503,Camisa Social Verde 6503,105.44,4.3,Algodão,2021-11-09
P6504,Vestido Casual Azul 6504,123.61,4.8,Viscose,2023-10-31
P6505,Moletom Com Capuz Amarela 6505,255.7,4.5,Algodão/Poliéster,2024-06-02
P6506,Vestido Floral Preta 6506,138.8,4.3,Viscose,2023-04-11
P6507,Moletom Canguru Amarela 6507,54.0,4.2,Algodão/Poliéster,2022-07-09
P6508,Conjunto Esportivo Verde 6508,210.49,4.7,Poliéster,2022-06-10
P6509,Moletom Básico Rosa 6509,202.33,4.1,Algodão/Poliéster,2024-06-02
P6510,Blusa Manga Longa Vermelha 6510,145.47,4.0,Viscose,2026-07-17
P6511,Saia Casual Branca 6511,313.97,4.3,Poliéster,2025-09-06
P6512,Camisa Manga Curta Azul 6512,84.3,4.5,Algodão,2021-12-28
P6513,Vestido Casual Marrom 6513,353.48,4.6,Viscose,2021-11-03
P6514,Saia Plissada Branca 6514,253.19,3.6,Poliéster,2022-06-30
P6515,Vestido Floral Azul 6515,103.68,4.2,Viscose,2025-02-25
P6516,Conjunto Casual Azul 6516,88.06,4.5,Algodão,2021-01-18
P6517,Conjunto Casual Preta 6517,80.25,3.9,Algodão,2024-12-28
P6518,Bermuda Cargo Rosa 6518,394.36,4.1,Sarja,2024-04-15
P6519,Blazer Slim Rosa 6519,272.47,4.6,Poliéster,2024-09-27
P6520,Jaqueta Jeans Branca 6520,200.47,4.2,Denim,2025-11-16
P6521,Saia Midi Bege 6521,134.61,4.8,Poliéster,2024-05-07
P6522,Camiseta Básica Preta 6522,65.45,4.1,Algodão,2024-07-10
P6523,Blusa Manga Longa Preta 6523,262.8,3.6,Viscose,2023-09-21
P6524,Conjunto Moletom Vermelha 6524,252.42,4.3,Algodão/Poliéster,2024-09-10
P6525,Blazer Casual Bege 6525,117.79,4.3,Poliéster,2023-02-26
P6526,Conjunto Esportivo Bege 6526,303.06,4.3,Poliéster,2021-05-18
P6527,Camisa Manga Curta Verde 6527,366.19,4.9,Algodão,2021-02-22
P6528,Blusa Básica Branca 6528,217.98,4.1,Viscose,2025-01-18
P6529,Calça Jogger Verde 6529,303.44,4.6,Sarja,2024-08-11
P6530,Regata Básica Branca 6530,167.51,3.7,Algodão,2023-04-27
P6531,Camiseta Oversized Cinza 6531,158.54,4.9,Algodão,2025-03-25
P6532,Regata Básica Bege 6532,69.4,4.4,Algodão,2023-09-08
P6533,Calça Jeans Cinza 6533,265.33,4.2,Sarja,2022-06-12
P6534,Moletom Canguru Rosa 6534,186.07,3.9,Algodão/Poliéster,2024-04-25
P6535,Camisa Manga Curta Azul 6535,68.27,4.7,Algodão,2023-02-22
P6536,Blazer Slim Amarela 6536,274.87,4.5,Poliéster,2026-07-12
P6537,Calça Cargo Marrom 6537,305.74,4.6,Sarja,2025-02-01
P6538,Camisa Manga Curta Cinza 6538,132.79,4.3,Algodão,2025-03-28
P6539,Bermuda Esportiva Branca 6539,230.18,4.0,Sarja,2024-11-24
P6540,Calça Social Rosa 6540,172.53,4.2,Sarja,2024-11-16
P6541,Regata Esportiva Rosa 6541,233.86,4.7,Algodão,2025-05-19
P6542,Regata Básica Verde 6542,181.64,4.1,Algodão,2023-06-13
P6543,Blusa Manga Longa Cinza 6543,169.04,4.2,Viscose,2025-08-28
P6544,Jaqueta Puffer Bege 6544,252.32,3.8,Poliéster,2021-03-13
P6545,Bermuda Cargo Rosa 6545,187.14,4.3,Sarja,2024-10-10
P6546,Calça Jeans Cinza 6546,47.2,4.6,Sarja,2024-01-20
P6547,Regata Esportiva Azul 6547,339.78,4.5,Algodão,2021-01-18
P6548,Camisa Manga Curta Vermelha 6548,126.51,4.7,Algodão,2024-09-29
P6549,Jaqueta Puffer Bege 6549,251.69,4.6,Poliéster,2021-01-05
P6550,Calça Social Rosa 6550,157.65,4.1,Sarja,2024-12-27
P6551,Jaqueta Corta-Vento Preta 6551,113.02,4.2,Nylon,2023-12-21
P6552,Calça Jeans Vermelha 6552,386.5,4.5,Sarja,2024-06-11
P6553,Blusa Social Rosa 6553,126.75,4.5,Viscose,2024-06-15
P6554,Moletom Estampado Bege 6554,302.04,4.6,Algodão/Poliéster,2022-09-14
P6555,Conjunto Casual Cinza 6555,44.17,4.2,Algodão,2024-07-11
P6556,Bermuda Cargo Azul 6556,240.0,3.4,Sarja,2022-04-03
P6557,Regata Canelada Bege 6557,399.89,3.9,Algodão,2025-04-19
P6558,Calça Sarja Bege 6558,182.72,4.3,Sarja,2021-07-06
P6559,Vestido Midi Bege 6559,138.98,4.8,Viscose,2021-10-21
P6560,Blusa Básica Marrom 6560,361.9,4.0,Viscose,2024-12-25
P6561,Saia Jeans Bege 6561,374.34,3.9,Poliéster,2021-04-30
P6562,Vestido Midi Vermelha 6562,328.58,4.8,Viscose,2026-07-02
P6563,Camisa Manga Curta Verde 6563,250.22,3.5,Algodão,2021-03-05
P6564,Blazer Casual Preta 6564,375.32,4.2,Poliéster,2023-12-23
P6565,Blazer Casual Verde 6565,355.62,3.5,Poliéster,2026-07-30
P6566,Saia Casual Preta 6566,178.36,4.7,Poliéster,2024-10-24
P6567,Jaqueta Corta-Vento Preta 6567,355.26,3.4,Nylon,2024-08-01
P6568,Moletom Estampado Preta 6568,313.31,4.7,Algodão/Poliéster,2024-12-03
P6569,Saia Plissada Preta 6569,363.02,3.7,Poliéster,2025-01-01
P6570,Camisa Linho Vermelha 6570,148.09,4.0,Algodão,2021-12-01
P6571,Blazer Casual Bege 6571,358.93,4.3,Poliéster,2022-10-01
P6572,Conjunto Moletom Marrom 6572,289.9,3.9,Algodão/Poliéster,2022-02-01
P6573,Regata Básica Marrom 6573,132.65,3.8,Algodão,2022-03-15
P6574,Regata Esportiva Preta 6574,332.28,4.8,Algodão,2022-03-07
P6575,Vestido Midi Azul 6575,241.25,4.4,Viscose,2024-08-12
P6576,Jaqueta Corta-Vento Rosa 6576,110.15,4.4,Nylon,2026-04-15
P6577,Moletom Canguru Marrom 6577,365.75,4.3,Algodão/Poliéster,2024-03-02
P6578,Moletom Estampado Rosa 6578,137.31,4.2,Algodão/Poliéster,2021-02-02
P6579,Blusa Manga Longa Bege 6579,98.26,4.3,Viscose,2024-12-03
P6580,Blazer Slim Cinza 6580,138.54,4.6,Poliéster,2024-01-25
P6581,Moletom Básico Preta 6581,176.54,4.3,Algodão/Poliéster,2025-05-28
P6582,Vestido Casual Rosa 6582,132.7,4.4,Viscose,2023-02-20
P6583,Regata Básica Branca 6583,318.66,4.9,Algodão,2023-06-06
P6584,Saia Midi Bege 6584,269.94,3.9,Poliéster,2024-09-26
P6585,Moletom Com Capuz Cinza 6585,103.31,3.9,Algodão/Poliéster,2025-01-04
P6586,Calça Social Cinza 6586,96.11,3.2,Sarja,2022-04-02
P6587,Camisa Flanela Vermelha 6587,58.11,4.1,Algodão,2024-04-28
P6588,Blusa Básica Amarela 6588,109.38,4.4,Viscose,2026-06-12
P6589,Blazer Social Verde 6589,399.89,3.7,Poliéster,2021-05-14
P6590,Saia Casual Branca 6590,334.18,4.4,Poliéster,2022-11-17
P6591,Bermuda Moletom Preta 6591,59.71,4.2,Sarja,2024-01-10
P6592,Camiseta Slim Cinza 6592,312.44,4.5,Algodão,2026-03-31
P6593,Calça Jogger Marrom 6593,95.45,3.8,Sarja,2026-06-27
P6594,Saia Casual Vermelha 6594,199.08,4.2,Poliéster,2024-05-04
P6595,Camiseta Estampada Verde 6595,93.91,4.0,Algodão,2024-02-06
P6596,Blazer Slim Vermelha 6596,100.9,4.9,Poliéster,2023-05-08
P6597,Calça Social Rosa 6597,108.07,4.2,Sarja,2023-07-11
P6598,Shorts Jeans 6598,100.25,4.0,Algodão,2025-02-27
P6599,Saia Casual Vermelha 6599,219.36,4.6,Poliéster,2024-02-01
P6600,Blusa Básica Cinza 6600,205.2,5.0,Viscose,2024-02-19
P6601,Camisa Flanela Bege 6601,64.09,4.8,Algodão,2025-10-13
P6602,Camiseta Estampada Preta 6602,272.79,4.8,Algodão,2021-10-14
P6603,Conjunto Esportivo Azul 6603,286.75,3.6,Poliéster,2026-06-05
P6604,Camiseta Slim Rosa 6604,119.02,4.0,Algodão,2024-12-28
P6605,Saia Midi Preta 6605,225.83,4.1,Poliéster,2024-04-28
P6606,Camiseta Básica Rosa 6606,45.03,4.3,Algodão,2024-04-13
P6607,Calça Jeans Vermelha 6607,399.89,4.3,Sarja,2024-04-08
P6608,Blazer Slim Bege 6608,160.3,3.8,Poliéster,2024-03-16
P6609,Bermuda Jeans Amarela 6609,305.97,4.2,Sarja,2022-12-27
P6610,Moletom Canguru Preta 6610,330.04,4.0,Algodão/Poliéster,2025-03-08
P6611,Calça Sarja Azul 6611,209.45,3.9,Sarja,2022-06-07
P6612,Moletom Básico Vermelha 6612,211.23,3.8,Algodão/Poliéster,2024-09-14
P6613,Blusa Social Amarela 6613,203.66,4.4,Viscose,2023-12-26
P6614,Camisa Manga Curta Azul 6614,76.61,4.8,Algodão,2023-01-28
P6615,Regata Esportiva Marrom 6615,309.41,4.2,Algodão,2025-07-22
P6616,Camisa Linho Verde 6616,192.98,4.5,Algodão,2022-10-21
P6617,Blazer Casual Preta 6617,134.44,3.8,Poliéster,2024-09-26
P6618,Regata Esportiva Rosa 6618,251.97,4.6,Algodão,2022-06-03
P6619,Saia Casual Marrom 6619,283.55,4.8,Poliéster,2022-02-19
P6620,Moletom Estampado Amarela 6620,355.61,4.0,Algodão/Poliéster,2024-04-04
P6621,Vestido Longo Cinza 6621,103.73,4.1,Viscose,2026-07-12
P6622,Vestido Floral Marrom 6622,370.57,4.4,Viscose,2022-09-13
P6623,Conjunto Esportivo Marrom 6623,399.89,3.8,Poliéster,2021-08-25
P6624,Calça Jogger Rosa 6624,396.79,4.7,Sarja,2021-09-07
P6625,Saia Jeans Amarela 6625,320.52,4.2,Poliéster,2023-10-15
P6626,Camiseta Polo Amarela 6626,394.24,4.3,Algodão,2025-06-08
P6627,Vestido Casual 6627,140.88,4.6,Viscose,2025-01-13
P6628,Calça Cargo Preta 6628,264.36,4.1,Sarja,2022-03-09
P6629,Conjunto Moletom Verde 6629,43.94,3.9,Algodão/Poliéster,2025-09-24
P6630,Saia Casual Preta 6630,399.89,4.6,Poliéster,2021-12-08
P6631,Camisa Social Preta 6631,140.37,4.2,Algodão,2024-03-03
P6632,Blusa Manga Longa Marrom 6632,356.63,3.7,Viscose,2025-10-23
P6633,Calça Social Cinza 6633,290.79,3.5,Sarja,2025-07-30
P6634,Vestido Casual Rosa 6634,322.14,4.4,Viscose,2024-12-23
P6635,Blazer Casual Marrom 6635,324.9,4.0,Poliéster,2022-11-16
P6636,Jaqueta Corta-Vento Rosa 6636,108.78,4.4,Nylon,2025-05-05
P6637,Camisa Social Rosa 6637,204.98,4.6,Algodão,2023-03-11
P6638,Calça Cargo Branca 6638,356.41,4.8,Sarja,2022-12-26
P6639,Saia Jeans Cinza 6639,224.48,4.7,Poliéster,2024-01-08
P6640,Regata Esportiva Preta 6640,116.84,3.7,Algodão,2024-07-01
P6641,Regata Básica Azul 6641,111.26,4.0,Algodão,2022-03-09
P6642,Camisa Flanela Amarela 6642,67.16,5.0,Algodão,2026-04-13
P6643,Bermuda Moletom Azul 6643,334.51,4.4,Sarja,2025-11-29
P6644,Conjunto Esportivo Amarela 6644,306.14,4.6,Poliéster,2022-08-08
P6645,Blusa Social Vermelha 6645,241.59,4.2,Viscose,2022-05-16
P6646,Regata Esportiva Verde 6646,283.66,5.0,Algodão,2021-05-23
P6647,Calça Sarja Rosa 6647,198.32,5.0,Sarja,2023-04-21
P6648,Camisa Linho Amarela 6648,267.64,4.7,Algodão,2021-12-20
P6649,Blazer Casual Preta 6649,118.28,3.7,Poliéster,2026-04-10
P6650,Blazer Slim Vermelha 6650,79.88,3.8,Poliéster,2026-01-31
P6651,Bermuda Moletom Branca 6651,135.13,3.1,Sarja,2025-09-11
P6652,Regata Esportiva Verde 6652,366.37,4.0,Algodão,2022-08-06
P6653,Jaqueta Puffer Verde 6653,67.09,5.0,Poliéster,2024-11-28
P6654,Bermuda Jeans Branca 6654,65.69,4.6,Sarja,2023-10-14
P6655,Camisa Social Rosa 6655,61.85,4.2,Algodão,2022-07-20
P6656,Blusa Canelada Preta 6656,171.76,4.9,Viscose,2024-01-12
P6657,Moletom Estampado Bege 6657,122.87,4.7,Algodão/Poliéster,2021-12-09
P6658,Blusa Canelada Preta 6658,62.34,4.2,Viscose,2026-06-10
P6659,Blusa Social Amarela 6659,210.01,4.0,Viscose,2021-12-05
P6660,Conjunto Casual Marrom 6660,272.19,4.7,Algodão,2022-09-16
P6661,Regata Esportiva Preta 6661,333.55,3.9,Algodão,2022-04-04
P6662,Camiseta Estampada Verde 6662,347.79,4.5,Algodão,2023-12-15
P6663,Bermuda Esportiva Preta 6663,321.86,4.2,Sarja,2024-10-22
P6664,Camisa Flanela Amarela 6664,380.99,3.4,Algodão,2026-06-06
P6665,Camiseta Básica Marrom 6665,91.32,4.3,Algodão,2023-03-16
P6666,Conjunto Esportivo Marrom 6666,359.16,3.6,Poliéster,2022-02-21
P6667,Regata Esportiva Rosa 6667,47.67,4.3,Algodão,2021-02-14
P6668,Regata Básica Marrom 6668,315.98,4.4,Algodão,2024-05-22
P6669,Regata Básica Verde 6669,100.84,4.4,Algodão,2026-07-19
P6670,Saia Casual Preta 6670,87.28,4.4,Poliéster,2021-05-12
P6671,Vestido Casual Azul 6671,174.37,4.3,Viscose,2026-08-24
P6672,Vestido Floral Marrom 6672,399.89,4.6,Viscose,2022-06-29
P6673,Saia Midi Preta 6673,201.82,4.0,Poliéster,2026-02-23
P6674,Moletom Básico Azul 6674,397.65,4.6,Algodão/Poliéster,2021-05-24
P6675,Regata Esportiva Preta 6675,332.99,3.8,Algodão,2026-01-20
P6676,Blazer Social Verde 6676,201.94,4.8,Poliéster,2022-11-15
P6677,Blazer Social Azul 6677,142.64,2.8,Poliéster,2022-07-23
P6678,Bermuda Moletom Preta 6678,127.47,4.3,Sarja,2022-03-04
P6679,Saia Midi Preta 6679,83.9,3.4,Poliéster,2021-10-04
P6680,Moletom Canguru Preta 6680,185.46,4.7,Algodão/Poliéster,2025-07-10
P6681,Moletom Básico Vermelha 6681,215.56,3.6,Algodão/Poliéster,2021-05-24
P6682,Blusa Canelada Preta 6682,115.12,3.8,Viscose,2023-08-17
P6683,Jaqueta Bomber Bege 6683,325.97,3.9,Poliéster,2026-05-17
P6684,Moletom Canguru Preta 6684,183.97,4.8,Algodão/Poliéster,2023-04-18
P6685,Camisa Social Bege 6685,63.15,4.2,Algodão,2025-09-08
P6686,Moletom Canguru Cinza 6686,271.76,4.9,Algodão/Poliéster,2024-12-03
P6687,Blusa Manga Longa Verde 6687,224.91,3.8,Viscose,2025-07-04
P6688,Saia Jeans Azul 6688,55.27,4.3,Poliéster,2026-05-14
P6689,Calça Sarja Cinza 6689,158.93,4.2,Sarja,2021-07-22
P6690,Blazer Casual Verde 6690,399.89,4.3,Poliéster,2022-09-16
P6691,Calça Cargo 6691,171.68,4.1,Sarja,2022-10-28
P6692,Calça Cargo Amarela 6692,86.33,3.9,Sarja,2021-05-19
P6693,Saia Midi Bege 6693,123.5,4.9,Poliéster,2021-08-08
P6694,Moletom Com Capuz Branca 6694,48.56,4.9,Algodão/Poliéster,2021-08-16
P6695,Blusa Básica Azul 6695,266.07,3.2,Viscose,2026-05-19
P6696,Conjunto Moletom Marrom 6696,155.79,4.0,Algodão/Poliéster,2025-11-09
P6697,Blusa Básica Marrom 6697,230.17,4.9,Viscose,2024-05-02
P6698,Bermuda Cargo Vermelha 6698,274.98,4.6,Sarja,2025-10-17
P6699,Regata Canelada Bege 6699,147.06,5.0,Algodão,2022-12-13
P6700,Calça Jogger Amarela 6700,130.76,3.5,Sarja,2023-09-11
P6701,Regata Esportiva Preta 6701,322.08,4.9,Algodão,2026-01-03
P6702,Vestido Floral Amarela 6702,54.05,4.2,Viscose,2021-11-02
P6703,Bermuda Jeans Branca 6703,399.89,4.8,Sarja,2021-10-30
P6704,Camisa Manga Curta Cinza 6704,383.59,4.1,Algodão,2023-12-26
P6705,Camiseta Básica Bege 6705,86.33,3.9,Algodão,2022-06-07
P6706,Jaqueta Puffer Azul 6706,74.1,3.8,Poliéster,2024-10-14
P6707,Blusa Social Preta 6707,92.25,3.5,Viscose,2024-08-08
P6708,Saia Jeans Vermelha 6708,94.67,4.5,Poliéster,2022-11-19
P6709,Camiseta Estampada Marrom 6709,241.16,4.2,Algodão,2021-08-28
P6710,Bermuda Jeans Rosa 6710,197.16,3.8,Sarja,2021-06-20
P6711,Camisa Manga Curta Preta 6711,85.4,4.8,Algodão,2023-07-06
P6712,Camiseta Estampada Rosa 6712,282.37,3.7,Algodão,2022-10-29
P6713,Moletom Canguru Marrom 6713,221.63,3.8,Algodão/Poliéster,2021-03-12
P6714,Jaqueta Corta-Vento Rosa 6714,328.45,4.5,Nylon,2024-11-29
P6715,Blusa Canelada Amarela 6715,277.05,4.7,Viscose,2026-06-04
P6716,Blazer Casual Bege 6716,293.87,4.0,Poliéster,2026-07-18
P6717,Moletom Básico Bege 6717,297.02,3.3,Algodão/Poliéster,2021-09-01
P6718,Blusa Básica Rosa 6718,208.58,4.2,Viscose,2022-01-29
P6719,Camiseta Estampada Amarela 6719,357.3,4.3,Algodão,2023-06-13
P6720,Moletom Canguru Rosa 6720,104.79,5.0,Algodão/Poliéster,2026-03-08
P6721,Blusa Canelada Verde 6721,228.94,3.9,Viscose,2024-04-03
P6722,Saia Jeans Branca 6722,195.75,4.1,Poliéster,2023-08-03
P6723,Bermuda Cargo Marrom 6723,236.66,4.3,Sarja,2026-03-31
P6724,Camisa Flanela Verde 6724,63.99,3.7,Algodão,2024-10-04
P6725,Bermuda Moletom Vermelha 6725,122.16,4.6,Sarja,2026-07-31
P6726,Camiseta Slim Cinza 6726,235.36,3.9,Algodão,2025-11-22
P6727,Saia Plissada Branca 6727,300.72,4.7,Poliéster,2026-08-28
P6728,Moletom Canguru Marrom 6728,209.87,3.7,Algodão/Poliéster,2024-02-28
P6729,Moletom Com Capuz Verde 6729,88.57,4.5,Algodão/Poliéster,2023-02-14
P6730,Blusa Social Preta 6730,76.11,4.7,Viscose,2021-05-08
P6731,Bermuda Moletom Bege 6731,203.41,3.6,Sarja,2025-02-19
P6732,Blazer Social Vermelha 6732,304.22,4.1,Poliéster,2022-07-04
P6733,Moletom Básico Marrom 6733,314.08,3.6,Algodão/Poliéster,2021-01-23
P6734,Regata Básica Azul 6734,399.89,5.0,Algodão,2025-07-20
P6735,Camisa Linho Rosa 6735,43.93,4.5,Algodão,2023-05-28
P6736,Camiseta Slim Marrom 6736,219.19,4.7,Algodão,2024-02-18
P6737,Jaqueta Corta-Vento Verde 6737,150.99,4.4,Nylon,2025-06-11
P6738,Camiseta Slim Branca 6738,369.1,4.3,Algodão,2022-11-12
P6739,Blazer Slim Marrom 6739,190.38,4.3,Poliéster,2025-08-17
P6740,Blazer Slim Amarela 6740,312.99,3.6,Poliéster,2024-04-21
P6741,Bermuda Moletom Verde 6741,307.17,3.8,Sarja,2024-03-20
P6742,Blazer Slim Verde 6742,242.44,4.3,Poliéster,2022-07-10
P6743,Saia Jeans Rosa 6743,43.36,3.6,Poliéster,2025-06-21
P6744,Blusa Social Cinza 6744,83.74,4.3,Viscose,2022-05-14
P6745,Bermuda Esportiva Branca 6745,184.52,4.1,Sarja,2024-07-04
P6746,Moletom Estampado Amarela 6746,356.7,3.9,Algodão/Poliéster,2025-09-10
P6747,Calça Cargo Marrom 6747,253.45,4.7,Sarja,2021-08-29
P6748,Vestido Casual Marrom 6748,319.04,4.4,Viscose,2023-04-08
P6749,Blusa Básica Verde 6749,68.41,4.5,Viscose,2024-11-02
P6750,Blusa Manga Longa Branca 6750,92.81,4.1,Viscose,2022-07-21
P6751,Bermuda Jeans Rosa 6751,206.43,4.1,Sarja,2021-02-27
P6752,Calça Sarja Branca 6752,57.93,4.0,Sarja,2023-04-27
P6753,Jaqueta Bomber Preta 6753,286.6,4.6,Poliéster,2023-10-25
P6754,Bermuda Jeans Amarela 6754,362.68,4.1,Sarja,2026-03-20
P6755,Vestido Midi Bege 6755,154.07,4.4,Viscose,2025-07-29
P6756,Camiseta Polo Branca 6756,274.97,4.2,Algodão,2022-01-10
P6757,Calça Social Preta 6757,399.89,4.9,Sarja,2022-07-28
P6758,Vestido Casual Amarela 6758,205.56,4.3,Viscose,2022-01-19
P6759,Camiseta Estampada Bege 6759,106.8,3.0,Algodão,2026-02-28
P6760,Vestido Longo Amarela 6760,377.7,4.8,Viscose,2023-01-02
P6761,Blazer Social Marrom 6761,239.41,4.3,Poliéster,2026-01-18
P6762,Regata Esportiva Verde 6762,49.03,4.3,Algodão,2021-05-06
P6763,Camiseta Oversized Verde 6763,279.73,4.5,Algodão,2024-03-02
P6764,Blusa Manga Longa Amarela 6764,337.95,4.3,Viscose,2021-06-05
P6765,Calça Sarja Azul 6765,109.36,3.8,Sarja,2024-02-22
P6766,Calça Jogger Marrom 6766,235.77,3.5,Sarja,2021-01-23
P6767,Camisa Social Branca 6767,182.86,4.1,Algodão,2021-11-20
P6768,Camisa Flanela Amarela 6768,153.31,3.7,Algodão,2021-10-30
P6769,Camiseta Oversized Azul 6769,258.84,4.5,Algodão,2025-01-07
P6770,Vestido Midi Preta 6770,66.51,4.4,Viscose,2024-08-17
P6771,Conjunto Moletom Branca 6771,77.29,3.9,Algodão/Poliéster,2024-03-01
P6772,Conjunto Moletom Verde 6772,43.63,4.1,Algodão/Poliéster,2022-02-11
P6773,Conjunto Moletom Preta 6773,380.26,4.1,Algodão/Poliéster,2022-07-04
P6774,Conjunto Esportivo Marrom 6774,365.87,4.1,Poliéster,2023-02-21
P6775,Vestido Casual Marrom 6775,399.89,4.2,Viscose,2026-07-19
P6776,Jaqueta Corta-Vento Preta 6776,122.37,4.4,Nylon,2024-12-30
P6777,Saia Jeans Marrom 6777,360.39,4.4,Poliéster,2021-03-07
P6778,Camisa Flanela Azul 6778,375.09,3.7,Algodão,2021-03-07
P6779,Blazer Slim Marrom 6779,149.91,4.3,Poliéster,2022-12-21
P6780,Conjunto Moletom Azul 6780,332.46,5.0,Algodão/Poliéster,2022-03-09
P6781,Blusa Canelada Vermelha 6781,59.68,4.7,Viscose,2023-04-23
P6782,Blusa Manga Longa Preta 6782,72.67,5.0,Viscose,2026-08-23
P6783,Vestido Casual Bege 6783,195.48,4.2,Viscose,2022-02-09
P6784,Saia Midi Amarela 6784,68.46,4.5,Poliéster,2024-05-20
P6785,Saia Midi Bege 6785,356.31,3.8,Poliéster,2023-09-26
P6786,Camisa Manga Curta Marrom 6786,99.28,4.7,Algodão,2024-09-27
P6787,Moletom Estampado Amarela 6787,285.24,4.4,Algodão/Poliéster,2024-02-06
P6788,Blazer Casual Branca 6788,97.99,4.8,Poliéster,2023-12-04
P6789,Blazer Social Cinza 6789,315.9,4.4,Poliéster,2022-07-26
P6790,Saia Midi Vermelha 6790,215.33,4.2,Poliéster,2026-06-22
P6791,Vestido Longo Bege 6791,116.44,3.7,Viscose,2022-07-08
P6792,Blusa Canelada Cinza 6792,76.21,4.1,Viscose,2021-10-26
P6793,Vestido Midi Marrom 6793,304.99,4.0,Viscose,2021-07-18
P6794,Blusa Básica Cinza 6794,302.4,4.8,Viscose,2021-05-20
P6795,Camisa Social Rosa 6795,266.82,4.2,Algodão,2023-01-01
P6796,Regata Esportiva Branca 6796,192.46,4.0,Algodão,2025-08-16
P6797,Vestido Casual Cinza 6797,189.93,4.5,Viscose,2021-11-16
P6798,Moletom Estampado Vermelha 6798,304.67,4.0,Algodão/Poliéster,2021-01-09
P6799,Calça Cargo Rosa 6799,273.47,4.1,Sarja,2024-01-02
P6800,Jaqueta Corta-Vento Bege 6800,359.4,4.6,Nylon,2024-03-07
P6801,Regata Básica Azul 6801,163.04,3.9,Algodão,2024-03-11
P6802,Bermuda Cargo Azul 6802,99.06,4.1,Sarja,2021-01-03
P6803,Calça Social Bege 6803,210.52,5.0,Sarja,2022-02-25
P6804,Jaqueta Jeans Bege 6804,221.6,4.3,Denim,2022-12-22
P6805,Blazer Casual Bege 6805,399.89,3.9,Poliéster,2025-03-11
P6806,Blazer Slim Verde 6806,130.26,4.4,Poliéster,2024-09-08
P6807,Bermuda Moletom Rosa 6807,184.94,4.6,Sarja,2025-08-13
P6808,Regata Esportiva Marrom 6808,242.32,3.3,Algodão,2024-02-07
P6809,Camiseta Polo Vermelha 6809,312.88,4.2,Algodão,2023-04-15
P6810,Saia Casual Preta 6810,233.14,4.7,Poliéster,2024-03-04
P6811,Saia Midi Preta 6811,63.85,5.0,Poliéster,2023-03-08
P6812,Saia Casual Marrom 6812,167.42,4.8,Poliéster,2021-11-22
P6813,Bermuda Cargo Vermelha 6813,286.05,4.0,Sarja,2024-04-06
P6814,Blazer Social Azul 6814,166.82,3.0,Poliéster,2022-09-02
P6815,Camiseta Oversized Amarela 6815,127.52,4.2,Algodão,2022-07-02
P6816,Jaqueta Jeans Rosa 6816,200.76,4.8,Denim,2025-01-09
P6817,Camisa Manga Curta Vermelha 6817,399.89,4.5,Algodão,2021-05-17
P6818,Camisa Linho Rosa 6818,257.25,4.7,Algodão,2021-02-18
P6819,Camisa Manga Curta Marrom 6819,246.78,4.8,Algodão,2023-01-07
P6820,Bermuda Moletom Cinza 6820,198.82,3.7,Sarja,2024-05-16
P6821,Saia Plissada Azul 6821,162.48,4.6,Poliéster,2025-10-04
P6822,Calça Sarja Bege 6822,345.14,4.1,Sarja,2023-12-06
P6823,Saia Plissada Cinza 6823,126.17,4.0,Poliéster,2022-06-20
P6824,Camisa Social Vermelha 6824,161.63,4.2,Algodão,2022-12-13
P6825,Camisa Social Branca 6825,57.97,4.3,Algodão,2023-02-23
P6826,Saia Casual Preta 6826,157.3,4.4,Poliéster,2022-11-24
P6827,Camiseta Slim Azul 6827,80.68,3.7,Algodão,2024-10-15
P6828,Calça Jogger Branca 6828,354.74,4.5,Sarja,2025-07-12
P6829,Camisa Social Branca 6829,269.8,3.6,Algodão,2025-01-06
P6830,Calça Social Marrom 6830,243.08,4.3,Sarja,2023-03-02
P6831,Regata Canelada Branca 6831,271.16,3.9,Algodão,2022-08-18
P6832,Bermuda Esportiva Cinza 6832,383.68,4.3,Sarja,2021-06-15
P6833,Camiseta Polo Vermelha 6833,336.11,4.3,Algodão,2025-07-09
P6834,Moletom Básico Preta 6834,115.52,4.9,Algodão/Poliéster,2026-06-14
P6835,Moletom Estampado Preta 6835,141.73,4.8,Algodão/Poliéster,2021-04-24
P6836,Bermuda Esportiva Preta 6836,72.27,3.9,Sarja,2021-09-27
P6837,Blazer Casual Marrom 6837,138.97,4.1,Poliéster,2022-03-20
P6838,Calça Jeans Cinza 6838,316.78,5.0,Sarja,2025-07-08
P6839,Vestido Midi Vermelha 6839,338.41,4.2,Viscose,2022-03-24
P6840,Conjunto Esportivo Marrom 6840,219.56,4.5,Poliéster,2021-01-29
P6841,Moletom Básico Marrom 6841,295.23,3.5,Algodão/Poliéster,2022-11-26
P6842,Moletom Estampado Vermelha 6842,266.87,4.1,Algodão/Poliéster,2023-01-24
P6843,Saia Plissada Branca 6843,274.88,4.4,Poliéster,2023-03-29
